Entry	Gene Names	Gene Ontology IDs	Gene Ontology (GO)
I1S983	FG08241.1	GO:0000139; GO:0005789; GO:0030659	cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]
I1S996	FG08195.1 FGRAMPH1_01T09335	GO:0000329; GO:0005886; GO:0015851; GO:0022857	fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; nucleobase transport [GO:0015851]
I1S9B5	FGRAMPH1_01T09081	GO:0005506; GO:0016020; GO:0018664; GO:0020037	membrane [GO:0016020]; benzoate 4-monooxygenase activity [GO:0018664]; heme binding [GO:0020037]; iron ion binding [GO:0005506]
I1S9B6	FGRAMPH1_01T09041	GO:0005381; GO:0016020	membrane [GO:0016020]; iron ion transmembrane transporter activity [GO:0005381]
I1S9C7		GO:0000981; GO:0005634; GO:0006351; GO:0008270; GO:0043565; GO:0045944	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]; positive regulation of transcription by RNA polymerase II [GO:0045944]
I1S9F9	FGRAMPH1_01T28195	GO:0000404; GO:0005634; GO:0005739; GO:0006284; GO:0006289; GO:0006290; GO:0006298; GO:0033892; GO:0043504; GO:0070914	mitochondrion [GO:0005739]; nucleus [GO:0005634]; deoxyribonuclease (pyrimidine dimer) activity [GO:0033892]; heteroduplex DNA loop binding [GO:0000404]; base-excision repair [GO:0006284]; mismatch repair [GO:0006298]; mitochondrial DNA repair [GO:0043504]; nucleotide-excision repair [GO:0006289]; pyrimidine dimer repair [GO:0006290]; UV-damage excision repair [GO:0070914]
I1S9G2		GO:0005739; GO:0005783; GO:0016020; GO:0046873	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; mitochondrion [GO:0005739]; metal ion transmembrane transporter activity [GO:0046873]
I1S9G6	FG08993.1	GO:0005634; GO:0006355; GO:0006974; GO:0032931	nucleus [GO:0005634]; histone H3K56 acetyltransferase activity [GO:0032931]; DNA damage response [GO:0006974]; regulation of DNA-templated transcription [GO:0006355]
I1S9M1		GO:0005634; GO:0017136; GO:0036054; GO:0036055; GO:0046872; GO:0070403	nucleus [GO:0005634]; histone deacetylase activity, NAD-dependent [GO:0017136]; metal ion binding [GO:0046872]; NAD+ binding [GO:0070403]; protein-malonyllysine demalonylase activity [GO:0036054]; protein-succinyllysine desuccinylase activity [GO:0036055]
I1S9Q4	FG09447.1	GO:0003735; GO:0005763; GO:0006412; GO:0008168; GO:0046872; GO:0051536	mitochondrial small ribosomal subunit [GO:0005763]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
I1S9S4	FGRAMPH1_01T26805	GO:0000139; GO:0000278; GO:0003779; GO:0005096; GO:0005768; GO:0005802; GO:0005856; GO:0006888; GO:0006890; GO:0007015; GO:0008270; GO:0030100; GO:0032012; GO:0043001	cytoskeleton [GO:0005856]; endosome [GO:0005768]; Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; actin binding [GO:0003779]; GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]; actin filament organization [GO:0007015]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi to plasma membrane protein transport [GO:0043001]; mitotic cell cycle [GO:0000278]; regulation of ARF protein signal transduction [GO:0032012]; regulation of endocytosis [GO:0030100]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
I1S9T1	FG09603.1 FGRAMPH1_01T26699	GO:0005634; GO:0005741; GO:0010992; GO:0043130; GO:0043161	mitochondrial outer membrane [GO:0005741]; nucleus [GO:0005634]; ubiquitin binding [GO:0043130]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; ubiquitin recycling [GO:0010992]
I1S9V9	FG09771.1 FGRAMPH1_01T26319	GO:0005096; GO:0005774; GO:0010508; GO:0035556; GO:1904262; GO:1990130	GATOR1 complex [GO:1990130]; vacuolar membrane [GO:0005774]; GTPase activator activity [GO:0005096]; intracellular signal transduction [GO:0035556]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of autophagy [GO:0010508]
I1S9W0	FGRAMPH1_01T26317	GO:0000329; GO:0006874; GO:0012505; GO:0015369	endomembrane system [GO:0012505]; fungal-type vacuole membrane [GO:0000329]; calcium:proton antiporter activity [GO:0015369]; intracellular calcium ion homeostasis [GO:0006874]
I1S9Y0	FG09859.1 FGRAMPH1_01T26113	GO:0003676; GO:0005634; GO:0005737; GO:0006397; GO:0008380	cytoplasm [GO:0005737]; nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
I1S9Z3	FG09962.1 FGRAMPH1_01T06933	GO:0006886; GO:0012505; GO:0016192; GO:0030131	clathrin adaptor complex [GO:0030131]; endomembrane system [GO:0012505]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
I1S9Z4	FGRAMPH1_01T06935	GO:0004314; GO:0005739; GO:0006633	mitochondrion [GO:0005739]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; fatty acid biosynthetic process [GO:0006633]
I1SA65		GO:0000289; GO:0000932; GO:0005634; GO:0006355; GO:0030015	CCR4-NOT core complex [GO:0030015]; nucleus [GO:0005634]; P-body [GO:0000932]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; regulation of DNA-templated transcription [GO:0006355]
I1SA83	FGRAMPH1_01T08193	GO:0003723; GO:0003724; GO:0005681; GO:0006397; GO:0008380; GO:0016787	spliceosomal complex [GO:0005681]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
I1SAC4	FG10662.1 FGRAMPH1_01T08647	GO:0000025; GO:0004556; GO:0004558; GO:0004574; GO:0004575; GO:0005987; GO:0033934	alpha-1,4-glucosidase activity [GO:0004558]; alpha-amylase activity [GO:0004556]; glucan 1,4-alpha-maltotriohydrolase activity [GO:0033934]; oligo-1,6-glucosidase activity [GO:0004574]; sucrose alpha-glucosidase activity [GO:0004575]; maltose catabolic process [GO:0000025]; sucrose catabolic process [GO:0005987]
I1SAE8	FGRAMPH1_01T21519	GO:0008198; GO:0017172; GO:0019448	cysteine dioxygenase activity [GO:0017172]; ferrous iron binding [GO:0008198]; L-cysteine catabolic process [GO:0019448]
I1SAI0	FG11068.1 FGRAMPH1_01T21153	GO:0000272; GO:0004567; GO:0005576; GO:0006516	extracellular region [GO:0005576]; beta-mannosidase activity [GO:0004567]; glycoprotein catabolic process [GO:0006516]; polysaccharide catabolic process [GO:0000272]
I1SAI4	FG11034.1 FGRAMPH1_01T21075	GO:0004029	aldehyde dehydrogenase (NAD+) activity [GO:0004029]
I1SAK2	FG10954.1 FGRAMPH1_01T20881	GO:0004563; GO:0005975	beta-N-acetylhexosaminidase activity [GO:0004563]; carbohydrate metabolic process [GO:0005975]
I1SAK7	FGRAMPH1_01T20829	GO:0000247; GO:0004769; GO:0005783; GO:0016020; GO:0016126; GO:0047750	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; C-8 sterol isomerase activity [GO:0000247]; cholestenol delta-isomerase activity [GO:0047750]; steroid Delta-isomerase activity [GO:0004769]; sterol biosynthetic process [GO:0016126]
I1SAP1	FGRAMPH1_01T20411	GO:0000209; GO:0006513; GO:0008270; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]
I1SAS3	FG11444.1 FGRAMPH1_01T22079	GO:0005506; GO:0008610; GO:0016020; GO:0016491	membrane [GO:0016020]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610]
I1SB04	FG06040.1 FGRAMPH1_01T19347	GO:0006281; GO:0006325; GO:0006355; GO:0032221; GO:0035267	NuA4 histone acetyltransferase complex [GO:0035267]; Rpd3S complex [GO:0032221]; chromatin organization [GO:0006325]; DNA repair [GO:0006281]; regulation of DNA-templated transcription [GO:0006355]
Q4HVX7	CYC1 FGRAMPH1_01T20703 FGRRES_10881_M FGSG_10881	GO:0005758; GO:0009055; GO:0020037; GO:0046872	mitochondrial intermembrane space [GO:0005758]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
Q4HW93	SLD2 FGRRES_10765 FGSG_10765	GO:0000727; GO:0003688; GO:0003697; GO:0005737; GO:0006270; GO:0031261; GO:1902977	cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; DNA replication origin binding [GO:0003688]; single-stranded DNA binding [GO:0003697]; DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication preinitiation complex assembly [GO:1902977]
Q4HX89	BTN1 FGRRES_10419 FGSG_10419	GO:0000324; GO:0005774; GO:0015819; GO:0051453; GO:1903826	fungal-type vacuole [GO:0000324]; vacuolar membrane [GO:0005774]; L-arginine transmembrane transport [GO:1903826]; lysine transport [GO:0015819]; regulation of intracellular pH [GO:0051453]
Q4HXT5	GPI11 FGRAMPH1_01T07579 FGRRES_10223 FGSG_10223	GO:0005789; GO:0006506	endoplasmic reticulum membrane [GO:0005789]; GPI anchor biosynthetic process [GO:0006506]
Q4HXT6	PMP3 FGRRES_10222 FGSG_10222	GO:0005886	plasma membrane [GO:0005886]
Q4HYI0	TFB5 FGRRES_09978 FGSG_09978	GO:0000439; GO:0005675; GO:0006294; GO:0006367	transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]; nucleotide-excision repair, preincision complex assembly [GO:0006294]; transcription initiation at RNA polymerase II promoter [GO:0006367]
Q4HYZ2	EXO84 FGRRES_09816 FGSG_09816	GO:0000145; GO:0006887; GO:0006893; GO:0015031; GO:0030133	exocyst [GO:0000145]; transport vesicle [GO:0030133]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031]
Q4HZ95	TIM21 FGRRES_09713 FGSG_09713	GO:0005744; GO:0030150	TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]; protein import into mitochondrial matrix [GO:0030150]
Q4HZI0	DPH5 FGRRES_09628 FGSG_09628	GO:0005737; GO:0017183; GO:0032259; GO:0141133	cytoplasm [GO:0005737]; diphthine methyl ester synthase activity [GO:0141133]; methylation [GO:0032259]; protein histidyl modification to diphthamide [GO:0017183]
Q4HZK7	BCP1 FGRRES_09601 FGSG_09601	GO:0000055; GO:0005634; GO:0005737; GO:0006611; GO:0030674; GO:0044183	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein folding chaperone [GO:0044183]; protein-macromolecule adaptor activity [GO:0030674]; protein export from nucleus [GO:0006611]; ribosomal large subunit export from nucleus [GO:0000055]
Q4I0C5	RDR1 FGRRES_09333 FGSG_09333	GO:0000981; GO:0003677; GO:0005634; GO:0006351; GO:0008270; GO:0009410	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]; response to xenobiotic stimulus [GO:0009410]
Q4I0J6	NDC80 FGRRES_09262 FGSG_09262	GO:0005634; GO:0008017; GO:0031262; GO:0051301; GO:1990758	Ndc80 complex [GO:0031262]; nucleus [GO:0005634]; microtubule binding [GO:0008017]; cell division [GO:0051301]; mitotic sister chromatid biorientation [GO:1990758]
Q4I0K3	GPI18 FGRRES_09255 FGSG_09255	GO:0000009; GO:0004376; GO:0005789; GO:0006506; GO:0031501	endoplasmic reticulum membrane [GO:0005789]; mannosyltransferase complex [GO:0031501]; alpha-1,6-mannosyltransferase activity [GO:0000009]; GPI mannosyltransferase activity [GO:0004376]; GPI anchor biosynthetic process [GO:0006506]
Q4I1J3	PFA5 FGRAMPH1_01T11169 FGRRES_16945_M FGSG_08915	GO:0016020; GO:0019706	membrane [GO:0016020]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
Q4I1M9	TRM44 FGRRES_08879 FGSG_08879	GO:0002128; GO:0005737; GO:0141101	cytoplasm [GO:0005737]; tRNA(Ser) (uridine(44)-2'-O-)-methyltransferase activity [GO:0141101]; tRNA nucleoside ribose methylation [GO:0002128]
Q4I1Q6	FGRRES_16955 FGSG_08852	GO:0000719; GO:0003684; GO:0003904; GO:0071949	damaged DNA binding [GO:0003684]; deoxyribodipyrimidine photo-lyase activity [GO:0003904]; FAD binding [GO:0071949]; photoreactive repair [GO:0000719]
Q4I1T9	EFR3 FGRRES_08819 FGSG_08819	GO:0005886; GO:0072659	plasma membrane [GO:0005886]; protein localization to plasma membrane [GO:0072659]
Q4I1Y1	CYP1 FGRAMPH1_01T10797 FGRRES_08777_M FGSG_08777	GO:0003755; GO:0006457; GO:0071013	catalytic step 2 spliceosome [GO:0071013]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]
Q4I2J8	EGD2 FGRRES_08560 FGSG_08560	GO:0005634; GO:0005854; GO:0015031	nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634]; protein transport [GO:0015031]
Q4I2X5	EFM7 NNT1 FGRRES_13370 FGSG_13370	GO:0000183; GO:0005737; GO:0016279; GO:0032259; GO:0071885	cytoplasm [GO:0005737]; N-terminal protein N-methyltransferase activity [GO:0071885]; protein-lysine N-methyltransferase activity [GO:0016279]; methylation [GO:0032259]; rDNA heterochromatin formation [GO:0000183]
Q4I327	BFR2 FGRRES_08381 FGSG_08381	GO:0000462; GO:0005730	nucleolus [GO:0005730]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]
Q4I375	PAM16 TIM16 FGRAMPH1_01T09683 FGRRES_08333_M FGSG_08333	GO:0001405; GO:0019904; GO:0030150	PAM complex, Tim23 associated import motor [GO:0001405]; protein domain specific binding [GO:0019904]; protein import into mitochondrial matrix [GO:0030150]
Q4I4A4	RBD2 FGRRES_07954 FGSG_07954	GO:0000139; GO:0004252; GO:0006508	Golgi membrane [GO:0000139]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]
Q4I5V3	EPL1 FGRRES_07405 FGSG_07405	GO:0005634; GO:0006281; GO:0006357; GO:0035267	NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; DNA repair [GO:0006281]; regulation of transcription by RNA polymerase II [GO:0006357]
Q4I5Z5	CGR1 FGRRES_07363 FGSG_07363	GO:0005730; GO:0006364	nucleolus [GO:0005730]; rRNA processing [GO:0006364]
Q4I624	FES1 FGRRES_07334 FGSG_07334	GO:0000774; GO:0005783; GO:0005829; GO:0006417; GO:0071629	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; adenyl-nucleotide exchange factor activity [GO:0000774]; cytoplasm protein quality control by the ubiquitin-proteasome system [GO:0071629]; regulation of translation [GO:0006417]
Q4I650	SWC5 FGRRES_07308 FGSG_07308	GO:0000812; GO:0006325	Swr1 complex [GO:0000812]; chromatin organization [GO:0006325]
Q4I6B0	TIM13 FGRRES_07248 FGSG_07248	GO:0005743; GO:0015031; GO:0042719; GO:0045039; GO:0046872; GO:0140318	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space chaperone complex [GO:0042719]; metal ion binding [GO:0046872]; protein transporter activity [GO:0140318]; protein insertion into mitochondrial inner membrane [GO:0045039]; protein transport [GO:0015031]
Q4I6S5	MON1 FGRRES_07083 FGSG_07083	GO:0000329; GO:0006623; GO:0006914; GO:0016192; GO:0032585; GO:0035658	fungal-type vacuole membrane [GO:0000329]; Mon1-Ccz1 complex [GO:0035658]; multivesicular body membrane [GO:0032585]; autophagy [GO:0006914]; protein targeting to vacuole [GO:0006623]; vesicle-mediated transport [GO:0016192]
Q4I785	SMP3 FGRRES_16739 FGSG_06923	GO:0000026; GO:0005789; GO:0006506	endoplasmic reticulum membrane [GO:0005789]; alpha-1,2-mannosyltransferase activity [GO:0000026]; GPI anchor biosynthetic process [GO:0006506]
Q4I7G0	DPH4 FGRRES_12996 FGSG_06848	GO:0005634; GO:0005737; GO:0017183; GO:0046872	cytoplasm [GO:0005737]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; protein histidyl modification to diphthamide [GO:0017183]
Q4I7L0	HAT2 FGRRES_16720 FGSG_06798	GO:0005634; GO:0005737; GO:0006325	cytoplasm [GO:0005737]; nucleus [GO:0005634]; chromatin organization [GO:0006325]
Q4I7X1	PFS2 FGRRES_06687 FGSG_06687	GO:0000785; GO:0005847; GO:0007059; GO:0180010	chromatin [GO:0000785]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; chromosome segregation [GO:0007059]; co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway [GO:0180010]
Q4I8E9	PNS1 FGRRES_06509 FGSG_06509	GO:0005886; GO:0022857	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
Q4I8P5	COX16 FGRRES_06413 FGSG_06413	GO:0005743; GO:0033617	mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex IV assembly [GO:0033617]
Q4I8S2	OXR1 FGRRES_06386 FGSG_06386	GO:0005634; GO:0005739; GO:0006979	mitochondrion [GO:0005739]; nucleus [GO:0005634]; response to oxidative stress [GO:0006979]
Q4I963	COF1 FGRAMPH1_01T19853 FGRRES_06245 FGSG_06245	GO:0003779; GO:0005737; GO:0015629; GO:0016363; GO:0030042; GO:0051301	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; actin binding [GO:0003779]; actin filament depolymerization [GO:0030042]; cell division [GO:0051301]
Q4IAJ1	COX23 FGRRES_15025 FGSG_05766 FGSG_15025	GO:0005758; GO:0033108	mitochondrial intermembrane space [GO:0005758]; mitochondrial respiratory chain complex assembly [GO:0033108]
Q4IB63	GPI10 FGRRES_05545 FGSG_05545	GO:0000026; GO:0005789; GO:0006506	endoplasmic reticulum membrane [GO:0005789]; alpha-1,2-mannosyltransferase activity [GO:0000026]; GPI anchor biosynthetic process [GO:0006506]
Q4IB65	TIM9 FGRRES_05543_M FGSG_05543	GO:0005743; GO:0015031; GO:0046872	mitochondrial inner membrane [GO:0005743]; metal ion binding [GO:0046872]; protein transport [GO:0015031]
Q4IBD0	PBN1 FGRRES_05478 FGSG_05478	GO:0000030; GO:0005789; GO:0006506; GO:1990529	endoplasmic reticulum membrane [GO:0005789]; glycosylphosphatidylinositol-mannosyltransferase I complex [GO:1990529]; mannosyltransferase activity [GO:0000030]; GPI anchor biosynthetic process [GO:0006506]
Q4IBL8	DML1 FGRAMPH1_01T17793 FGRRES_05390 FGSG_05390	GO:0005739; GO:0007005	mitochondrion [GO:0005739]; mitochondrion organization [GO:0007005]
Q4IBR4	HIR1 FGRRES_05344 FGSG_05344	GO:0000417; GO:0000785; GO:0005634; GO:0006338; GO:0006351; GO:0006355; GO:0031491	chromatin [GO:0000785]; HIR complex [GO:0000417]; nucleus [GO:0005634]; nucleosome binding [GO:0031491]; chromatin remodeling [GO:0006338]; DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]
Q4IBS9	BRO1 FGRAMPH1_01T17641 FGRRES_05329 FGSG_05329	GO:0005768; GO:0043328	endosome [GO:0005768]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]
Q4IBU4	FIS1 FGRRES_05314 FGSG_05314	GO:0000266; GO:0000422; GO:0005741; GO:0005778; GO:0016559	mitochondrial outer membrane [GO:0005741]; peroxisomal membrane [GO:0005778]; autophagy of mitochondrion [GO:0000422]; mitochondrial fission [GO:0000266]; peroxisome fission [GO:0016559]
